,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_smote_on_disbalanced,f1_test_smote_on_population
2025,Decision Tree,house_16H,300,0.8,0.7659574468085106,0.7563868613138686,0.9090909090909091,0.765155056880162
2026,Random Forest,house_16H,300,0.8,0.8571428571428571,0.7785341142947602,0.9037656903765691,0.8030511060259344
2027,Neural Net,house_16H,300,0.8,0.6666666666666666,0.6671936758893281,0.6153846153846154,0.6671936758893281
2028,AdaBoost,house_16H,300,0.8,0.7924528301886793,0.8178652535957608,0.9067796610169492,0.8242176074875694
2029,Naive Bayes,house_16H,300,0.8,0.3125,0.3703020521097533,0.3670886075949367,0.38772727272727275
2030,QDA,house_16H,300,0.8,0.7111111111111111,0.6819061016353086,0.7772511848341233,0.6762974852862493
2031,XGB,house_16H,300,0.8,0.9230769230769231,0.8133661841700031,1.0,0.8270563422717686
2032,Nearest Neighbors,house_16H,300,1.0,0.5925925925925926,0.6797502230151651,0.8344370860927153,0.681057268722467
2033,Decision Tree,house_16H,300,1.0,0.6923076923076923,0.7553804183085784,0.9379310344827586,0.7709912319809779
2034,Random Forest,house_16H,300,1.0,0.64,0.8153800119688809,0.8925081433224755,0.8079411764705883
2035,Neural Net,house_16H,300,1.0,0.6046511627906976,0.6671936758893281,0.6666666666666666,0.6671936758893281
2036,AdaBoost,house_16H,300,1.0,0.6938775510204082,0.8213222156045265,0.9292929292929293,0.8233735649102149
2037,Naive Bayes,house_16H,300,1.0,0.35294117647058826,0.4947520065857172,0.3854166666666667,0.4250825082508251
2038,QDA,house_16H,300,1.0,0.6808510638297872,0.7373211963589077,0.7567567567567568,0.7068642479986373
2039,XGB,house_16H,300,1.0,0.75,0.8405369523528544,1.0,0.8439852398523985
2040,Nearest Neighbors,house_16H,400,0.2,0.0,0.2665350444225074,0.5504587155963303,0.6070565490575157
2041,Decision Tree,house_16H,400,0.2,0.5882352941176471,0.5477245267821184,0.8041237113402062,0.768012185833968
2042,Random Forest,house_16H,400,0.2,0.15384615384615385,0.20132450331125828,0.78,0.7935260842237586
2043,Neural Net,house_16H,400,0.2,0.0,0.008700696055684454,0.2857142857142857,0.6671936758893281
2044,AdaBoost,house_16H,400,0.2,0.2857142857142857,0.5278604849000426,0.896551724137931,0.8077232502011263
2045,Naive Bayes,house_16H,400,0.2,0.2857142857142857,0.06714082503556187,0.3333333333333333,0.3958950969213227
2046,QDA,house_16H,400,0.2,0.45454545454545453,0.5423531692188409,0.5483870967741935,0.6791328810193612
2047,XGB,house_16H,400,0.2,0.4,0.4975929978118162,1.0,0.776983316309159
2048,Nearest Neighbors,house_16H,400,0.4,0.47368421052631576,0.5029963270829306,0.7262569832402235,0.5854049719326383
2049,Decision Tree,house_16H,400,0.4,0.6470588235294118,0.6326194398682042,0.8571428571428571,0.7454873646209387
2050,Random Forest,house_16H,400,0.4,0.6153846153846154,0.6228172293364377,0.872093023255814,0.7999377722464219
2051,Neural Net,house_16H,400,0.4,0.0,0.0,0.08080808080808081,0.08822055137844612
2052,AdaBoost,house_16H,400,0.4,0.7647058823529411,0.7749834546657842,0.926829268292683,0.8075087496022908
2053,Naive Bayes,house_16H,400,0.4,0.1111111111111111,0.1510148849797023,0.4391691394658754,0.6389809444904723
2054,QDA,house_16H,400,0.4,0.6206896551724138,0.741615331964408,0.7567567567567568,0.766016713091922
2055,XGB,house_16H,400,0.4,0.7428571428571429,0.7861157024793388,1.0,0.8037473752220966
2056,Nearest Neighbors,house_16H,400,0.6,0.5333333333333333,0.5781032078103208,0.749003984063745,0.6224539677366792
2057,Decision Tree,house_16H,400,0.6,0.6923076923076923,0.7101377136220342,0.865546218487395,0.7174845164363983
2058,Random Forest,house_16H,400,0.6,0.7727272727272727,0.7715084717881231,0.926829268292683,0.7923605805958747
2059,Neural Net,house_16H,400,0.6,0.5116279069767442,0.6671936758893281,0.5454545454545454,0.6671936758893281
2060,AdaBoost,house_16H,400,0.6,0.723404255319149,0.8082255803084593,0.8770491803278688,0.836612999403697
2061,Naive Bayes,house_16H,400,0.6,0.27586206896551724,0.3572933739171154,0.3670886075949367,0.3486454652532391
2062,QDA,house_16H,400,0.6,0.4444444444444444,0.6016682113067655,0.7297297297297297,0.7284723397056335
2063,XGB,house_16H,400,0.6,0.6956521739130435,0.809041309431021,1.0,0.8230781034218199
2064,Nearest Neighbors,house_16H,400,0.8,0.6176470588235294,0.6186362233878433,0.7678018575851393,0.6286140089418778
2065,Decision Tree,house_16H,400,0.8,0.8,0.7495507270053913,0.9158878504672897,0.7758873569961866
2066,Random Forest,house_16H,400,0.8,0.696969696969697,0.783800819413804,0.9118541033434651,0.8130415626376855
2067,Neural Net,house_16H,400,0.8,0.6990291262135923,0.7229079379458725,0.6153846153846154,0.6671936758893281
2068,AdaBoost,house_16H,400,0.8,0.8571428571428571,0.812835915270313,0.8950617283950617,0.8337136771641565
2069,Naive Bayes,house_16H,400,0.8,0.5517241379310345,0.6572720946416145,0.6621004566210046,0.6995348837209302
2070,QDA,house_16H,400,0.8,0.717948717948718,0.7737034331628926,0.7783783783783784,0.7702068965517241
2071,XGB,house_16H,400,0.8,0.8,0.8188066229303342,1.0,0.8353389185072353
2072,Nearest Neighbors,house_16H,400,1.0,0.6428571428571429,0.7018499928294851,0.8217821782178217,0.6851020703633994
2073,Decision Tree,house_16H,400,1.0,0.7804878048780488,0.7693926638604931,0.9223057644110275,0.7898410812416456
2074,Random Forest,house_16H,400,1.0,0.8,0.8028440231076878,0.9095477386934674,0.8197725284339458
2075,Neural Net,house_16H,400,1.0,0.6776859504132231,0.6671936758893281,0.6666666666666666,0.6671936758893281
2076,AdaBoost,house_16H,400,1.0,0.8536585365853658,0.8367286684381459,0.9343434343434344,0.8383520599250937
2077,Naive Bayes,house_16H,400,1.0,0.13636363636363635,0.10879822370247016,0.136986301369863,0.12376237623762376
2078,QDA,house_16H,400,1.0,0.7297297297297297,0.775566023400699,0.8202531645569621,0.7976424361493124
2079,XGB,house_16H,400,1.0,0.875,0.8417919333234112,1.0,0.8466960352422908
2080,Nearest Neighbors,house_16H,500,0.2,0.26666666666666666,0.30812588069516206,0.583941605839416,0.6242791660505693
2081,Decision Tree,house_16H,500,0.2,0.5263157894736842,0.6134110787172011,0.7903225806451613,0.7552934059286146
2082,Random Forest,house_16H,500,0.2,0.5333333333333333,0.41293302540415705,0.7787610619469026,0.7633812010443864
2083,Neural Net,house_16H,500,0.2,0.0,0.009269988412514484,0.0,0.0
2084,AdaBoost,house_16H,500,0.2,0.5333333333333333,0.7086415298574779,0.7857142857142857,0.8087295401402962
2085,Naive Bayes,house_16H,500,0.2,0.0,0.0,0.26744186046511625,0.6505490077566234
2086,QDA,house_16H,500,0.2,0.5263157894736842,0.6306306306306306,0.6875,0.6740918437285812
2087,XGB,house_16H,500,0.2,0.5,0.6992316136114161,1.0,0.7817643186306781
2088,Nearest Neighbors,house_16H,500,0.4,0.375,0.4372675670385594,0.7383177570093458,0.586952931461602
2089,Decision Tree,house_16H,500,0.4,0.5185185185185185,0.6560600643546657,0.8558139534883721,0.7444444444444445
2090,Random Forest,house_16H,500,0.4,0.35714285714285715,0.6167213747827766,0.8202764976958525,0.7596873982416151
2091,Neural Net,house_16H,500,0.4,0.0,0.0,0.4674698795180723,0.6941139307149626
2092,AdaBoost,house_16H,500,0.4,0.5806451612903226,0.7565142364106989,0.8317757009345794,0.8186236087160997
2093,Naive Bayes,house_16H,500,0.4,0.2,0.16025813390696425,0.551440329218107,0.6563094483195941
2094,QDA,house_16H,500,0.4,0.4666666666666667,0.595967429236138,0.7017543859649122,0.7536090835360908
2095,XGB,house_16H,500,0.4,0.6875,0.7415097659686786,1.0,0.7996718621821165
2096,Nearest Neighbors,house_16H,500,0.6,0.5151515151515151,0.6224848291280741,0.7365269461077845,0.653886164363204
2097,Decision Tree,house_16H,500,0.6,0.6153846153846154,0.7299318597307628,0.8910891089108911,0.748065614360879
2098,Random Forest,house_16H,500,0.6,0.7142857142857143,0.762063227953411,0.8580441640378549,0.8237741456166419
2099,Neural Net,house_16H,500,0.6,0.5233644859813084,0.6689195904979625,0.0,0.0
2100,AdaBoost,house_16H,500,0.6,0.7241379310344828,0.8118305355715427,0.8881578947368421,0.8383761593431656
2101,Naive Bayes,house_16H,500,0.6,0.4752475247524752,0.6071876305892185,0.5414364640883977,0.6460917801311145
2102,QDA,house_16H,500,0.6,0.7457627118644068,0.7563405797101449,0.7705882352941177,0.7822741521801083
2103,XGB,house_16H,500,0.6,0.7407407407407407,0.8279451190663933,1.0,0.8377671843764416
2104,Nearest Neighbors,house_16H,500,0.8,0.7555555555555555,0.6351522842639594,0.8096385542168675,0.6482419775832949
2105,Decision Tree,house_16H,500,0.8,0.9195402298850575,0.7929445415541078,0.918918918918919,0.7870090634441088
2106,Random Forest,house_16H,500,0.8,0.9047619047619048,0.804916482823826,0.9068627450980392,0.8233875828812538
2107,Neural Net,house_16H,500,0.8,0.6666666666666666,0.6671936758893281,0.7470997679814385,0.731284012354758
2108,AdaBoost,house_16H,500,0.8,0.8275862068965517,0.8131730919307008,0.906801007556675,0.8269083090155122
2109,Naive Bayes,house_16H,500,0.8,0.41379310344827586,0.3104956268221574,0.4693140794223827,0.3888635326335007
2110,QDA,house_16H,500,0.8,0.759493670886076,0.7345382192007959,0.8126520681265207,0.7925443248977118
2111,XGB,house_16H,500,0.8,0.9213483146067416,0.8203272498426684,1.0,0.8338712156139542
2112,Nearest Neighbors,house_16H,500,1.0,0.6538461538461539,0.6520710059171597,0.8183632734530938,0.6550231377817585
2113,Decision Tree,house_16H,500,1.0,0.7326732673267327,0.75397651256132,0.90625,0.7918367346938775
2114,Random Forest,house_16H,500,1.0,0.8461538461538461,0.8110665137614679,0.8740157480314961,0.806351090666271
2115,Neural Net,house_16H,500,1.0,0.6577181208053692,0.6671936758893281,0.7245508982035929,0.7244617498854787
2116,AdaBoost,house_16H,500,1.0,0.8823529411764706,0.8478356566397652,0.8862275449101796,0.8469161366661736
2117,Naive Bayes,house_16H,500,1.0,0.24561403508771928,0.2601912430800201,0.2724252491694352,0.26224566691785983
2118,QDA,house_16H,500,1.0,0.7663551401869159,0.7901840490797546,0.8022181146025879,0.7991096271563717
2119,XGB,house_16H,500,1.0,0.8349514563106796,0.843679880329095,1.0,0.8452309538092382
2120,Nearest Neighbors,house_16H,1000,0.2,0.3333333333333333,0.3266239707227813,0.6384615384615384,0.5834547514974907
2121,Decision Tree,house_16H,1000,0.2,0.43243243243243246,0.6162100019160759,0.71875,0.7743774377437744
2122,Random Forest,house_16H,1000,0.2,0.4,0.426904598490048,0.7330677290836654,0.812639737665822
2123,Neural Net,house_16H,1000,0.2,0.39285714285714285,0.7170918943328065,0.42823529411764705,0.7487512487512488
2124,AdaBoost,house_16H,1000,0.2,0.6666666666666666,0.7327677624602333,0.726530612244898,0.8321657021017362
2125,Naive Bayes,house_16H,1000,0.2,0.08,0.09672910259994409,0.1694915254237288,0.2164547106151051
2126,QDA,house_16H,1000,0.2,0.6285714285714286,0.6294083638465986,0.543046357615894,0.7779257286580855
2127,XGB,house_16H,1000,0.2,0.6666666666666666,0.7467750485951582,1.0,0.8076923076923077
2128,Nearest Neighbors,house_16H,1000,0.4,0.4155844155844156,0.5523985239852398,0.7315010570824524,0.6520090978013646
2129,Decision Tree,house_16H,1000,0.4,0.5142857142857142,0.6968531468531468,0.8283752860411899,0.7823724720796861
2130,Random Forest,house_16H,1000,0.4,0.5538461538461539,0.6161992547558345,0.820627802690583,0.8164185836716283
2131,Neural Net,house_16H,1000,0.4,0.0,0.0,0.04784688995215311,0.0330818340104469
2132,AdaBoost,house_16H,1000,0.4,0.5633802816901409,0.7645957446808511,0.8199052132701422,0.8409678892101659
2133,Naive Bayes,house_16H,1000,0.4,0.046511627906976744,0.04550691244239631,0.27530364372469635,0.21738002594033723
2134,QDA,house_16H,1000,0.4,0.40625,0.6670305676855895,0.702819956616052,0.7910604469776511
2135,XGB,house_16H,1000,0.4,0.6388888888888888,0.7884261582204382,1.0,0.8392967304133251
2136,Nearest Neighbors,house_16H,1000,0.6,0.5517241379310345,0.5794993234100135,0.7754442649434572,0.6200722475263075
